image_id,x_1,y_1,width,height,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,"rightmouth_x, rightmouth_y"
data/flickr/3/image00188.jpg,285,79,94,94,319.417694092,105.652191162,353.521728516,109.343864441,328.0,125.0,316.0,140.0,
data/flickr/3/image00188.jpg,362,129,106,106,393.0,162.0,427.0,164.0,407.0,186.0,,,
data/flickr/3/image00204.jpg,151,146,166,166,191.0,242.0,210.0,187.0,242.0,232.0,257.0,268.0,
data/flickr/3/image00235.jpg,165,125,116,116,210.0,160.0,,,245.0,181.0,223.0,207.0,
data/flickr/3/image00264.jpg,287,355,996,996,706.0,612.0,,,984.0,886.0,755.0,1097.0,
data/flickr/3/image00271.jpg,443,176,250,250,,,,,614.0,306.0,552.0,353.0,
data/flickr/3/image00274.jpg,288,114,178,178,377.0,165.0,,,404.0,217.0,355.0,242.0,
data/flickr/3/image00278.jpg,305,-10,507,507,469.0,134.0,602.0,143.0,641.0,239.0,514.0,336.0,
data/flickr/3/image00280.jpg,105,71,124,124,153.0,105.0,190.0,114.0,177.0,142.0,151.0,154.0,
data/flickr/3/image00289.jpg,45,177,189,189,97.0,239.0,160.0,227.0,156.0,282.0,117.0,314.0,
data/flickr/3/image00289.jpg,129,112,177,177,192.0,164.0,252.0,166.0,210.0,212.0,197.0,229.0,
data/flickr/3/image00296.jpg,68,-36,464,464,221.0,83.0,389.0,95.0,312.0,246.0,223.0,275.0,
data/flickr/3/image00306.jpg,267,98,285,285,355.0,208.0,424.0,165.0,446.0,236.0,407.0,311.0,
data/flickr/3/image00311.jpg,123,344,696,696,324.0,600.0,511.0,501.0,418.0,769.0,,,
data/flickr/3/image00315.jpg,89,113,204,204,157.0,175.0,225.0,174.0,216.0,221.0,159.0,249.0,
data/flickr/3/image00330.jpg,311,57,54,54,328.0,76.0,,,347.547821045,81.1923522949,340.0,95.0,
data/flickr/3/image00336.jpg,194,58,50,50,218.543304443,68.162727356,,,228.372695923,84.3307113647,215.223098755,88.3014602661,
data/flickr/3/image00336.jpg,311,47,46,46,332.193481445,58.3839530945,,,342.097869873,73.4814376831,330.0,78.0,
data/flickr/3/image00347.jpg,463,28,471,471,607.0,160.0,772.0,160.0,739.0,288.0,631.0,355.0,
data/flickr/3/image00348.jpg,781,311,739,739,,,,,1277.0,633.0,1125.0,811.0,
data/flickr/3/image00374.jpg,129,97,124,124,161.0,144.0,197.0,131.0,202.0,146.0,183.0,183.0,
data/flickr/3/image00385.jpg,321,150,298,298,411.0,240.0,,,508.0,277.0,460.0,360.0,
data/flickr/3/image00404.jpg,81,6,298,298,185.0,82.0,282.0,95.0,250.0,178.0,190.0,218.0,
data/flickr/3/image00339.jpg,187,143,222,222,305.0,204.0,,,340.0,253.0,316.0,305.0,
data/flickr/3/image00352.jpg,43,111,201,201,161.0,175.0,,,173.0,235.0,123.0,256.0,
data/flickr/3/image00392.jpg,175,41,197,197,270.0,86.0,,,314.0,140.0,273.0,181.0,
data/flickr/3/image00224.jpg,145,99,81,81,171.0,124.0,201.0,127.0,191.0,133.0,177.0,151.0,
data/flickr/3/image00408.jpg,108,106,93,93,139.0,136.0,169.0,137.0,159.0,158.0,137.0,170.0,
data/flickr/3/image00424.jpg,288,169,187,187,350.0,221.0,406.0,227.0,409.0,266.0,352.0,292.0,
data/flickr/3/image00433.jpg,121,190,190,190,211.0,249.0,,,254.0,297.0,203.0,326.0,
data/flickr/3/image00131.jpg,66,70,228,228,145.0,123.0,223.0,160.0,204.0,157.0,143.0,199.0,
data/flickr/3/image00167.jpg,109,27,83,83,150.0,52.0,,,169.0,70.0,152.0,85.0,
data/flickr/3/image00251.jpg,357,371,322,322,484.0,480.0,,,571.0,539.0,518.0,621.0,
data/flickr/3/image00312.jpg,162,158,87,87,199.0,183.0,,,223.0,205.0,206.0,220.0,
data/flickr/3/image00439.jpg,110,122,76,76,148.356170654,145.175033569,163.955474854,153.538818359,156.0,167.0,132.0,171.0,
data/flickr/3/image00442.jpg,234,95,85,85,262.0,119.0,291.0,123.0,286.0,141.0,263.0,154.0,
data/flickr/3/image00450.jpg,195,121,355,355,332.0,384.0,302.0,246.0,404.0,294.0,414.0,346.0,
data/flickr/3/image00454.jpg,153,159,218,218,224.0,225.0,282.0,225.0,298.0,272.0,249.0,316.0,
data/flickr/3/image00460.jpg,243,95,185,185,343.0,141.0,,,373.0,195.0,313.0,213.0,
data/flickr/3/image00469.jpg,770,159,256,256,885.0,233.0,,,945.0,302.0,880.0,339.0,
data/flickr/3/image00472.jpg,111,158,259,259,241.0,238.0,,,280.0,312.0,222.0,349.0,
data/flickr/3/image00473.jpg,150,168,197,197,250.0,223.0,,,286.0,272.0,254.0,305.0,
data/flickr/3/image00476.jpg,135,130,154,154,213.0,185.0,,,238.0,221.0,203.0,237.0,
data/flickr/3/image00486.jpg,353,112,383,383,527.0,209.0,,,633.0,302.0,558.0,382.0,
data/flickr/3/image00489.jpg,310,714,1657,1657,1022.0,1223.0,1311.0,1188.0,1424.0,1649.0,1006.0,1892.0,
data/flickr/3/image00497.jpg,111,144,132,132,148.0,231.0,151.0,196.0,170.0,189.0,203.0,221.0,
data/flickr/3/image00511.jpg,68,60,90,90,,,,,114.0,104.0,116.0,130.0,
data/flickr/3/image00516.jpg,265,343,1042,1042,,,966.0,703.0,925.0,892.0,698.0,1066.0,
data/flickr/3/image00517.jpg,363,289,1061,1061,,,,,1042.0,824.0,869.0,1052.0,
data/flickr/3/image00519.jpg,108,142,56,56,129.0,153.0,144.465698242,164.206970215,142.0,168.0,131.0,177.0,
data/flickr/3/image00523.jpg,234,145,171,171,,,,,341.0,238.0,298.0,262.0,
data/flickr/3/image00530.jpg,320,241,379,379,465.0,337.0,572.0,369.0,561.0,461.0,463.0,498.0,
data/flickr/3/image00544.jpg,115,99,337,337,243.0,201.0,,,323.0,260.0,257.0,299.0,
data/flickr/3/image00551.jpg,112,106,172,172,157.0,166.0,214.0,148.0,210.0,202.0,174.0,223.0,
data/flickr/3/image00565.jpg,314,93,190,190,407.0,149.0,,,452.0,188.0,411.0,229.0,
data/flickr/3/image00591.jpg,115,53,95,95,145.0,80.0,178.0,81.0,171.0,106.0,149.0,120.0,
data/flickr/3/image00593.jpg,149,92,103,103,184.0,122.0,218.0,124.0,213.0,145.0,183.0,165.0,
data/flickr/3/image00599.jpg,159,48,158,158,238.0,91.0,,,264.0,133.0,235.0,160.0,
data/flickr/3/image00610.jpg,136,45,68,68,,,,,183.263961792,80.7667770386,170.191223145,93.3183364868,
data/flickr/3/image00612.jpg,106,90,119,119,143.0,125.0,184.0,121.0,163.0,159.0,,,
data/flickr/3/image00614.jpg,69,101,297,297,196.0,167.0,270.0,209.0,257.0,276.0,165.0,295.0,
data/flickr/3/image00622.jpg,86,101,102,102,123.0,133.0,150.0,128.0,150.0,158.0,126.0,177.0,
data/flickr/3/image00623.jpg,549,686,854,854,931.0,941.0,1099.0,951.0,1132.0,1200.0,846.0,1252.0,
data/flickr/3/image00627.jpg,10,85,206,206,,,117.0,140.0,75.0,190.0,,,
data/flickr/3/image00631.jpg,553,445,584,584,772.0,610.0,931.0,636.0,931.0,758.0,770.0,834.0,
data/flickr/3/image00636.jpg,317,202,213,213,404.0,264.0,,,467.0,306.0,417.0,345.0,
data/flickr/3/image00655.jpg,152,169,143,143,199.0,215.0,242.0,210.0,236.0,248.0,199.0,267.0,
data/flickr/3/image00661.jpg,231,200,481,481,435.0,332.0,545.0,361.0,529.0,487.0,393.0,483.0,
data/flickr/3/image00684.jpg,102,83,128,128,147.0,121.0,182.0,121.0,183.0,150.0,155.0,174.0,
data/flickr/3/image00695.jpg,153,64,83,83,177.0,100.0,194.0,84.0,208.0,104.0,190.0,125.0,
data/flickr/3/image00696.jpg,241,25,88,88,291.0,62.0,,,292.0,85.0,269.0,81.0,
data/flickr/3/image00696.jpg,346,148,84,84,,,395.0,183.0,379.0,177.0,,,
data/flickr/3/image00699.jpg,160,54,71,71,186.089233398,74.5406799316,209.317581177,77.8215255737,204.0,92.0,184.251968384,100.656166077,
data/flickr/3/image00722.jpg,440,12,943,943,922.0,307.0,,,1106.0,515.0,932.0,706.0,
data/flickr/3/image00725.jpg,142,153,209,209,218.0,213.0,277.0,222.0,276.0,269.0,201.0,291.0,
data/flickr/3/image00733.jpg,74,127,323,323,154.0,291.0,221.0,200.0,220.0,312.0,265.0,365.0,
data/flickr/3/image00734.jpg,253,85,169,169,328.0,142.0,,,369.0,164.0,357.0,207.0,
data/flickr/3/image00735.jpg,757,473,768,768,1051.0,734.0,1216.0,672.0,1285.0,887.0,1091.0,1019.0,
data/flickr/3/image00739.jpg,143,336,133,133,,,228.0,381.0,225.0,399.0,199.0,427.0,
data/flickr/3/image00743.jpg,51,1,255,255,114.0,114.0,170.0,67.0,208.0,117.0,169.0,180.0,
data/flickr/3/image00748.jpg,312,144,119,119,372.0,186.0,,,394.0,215.0,365.0,231.0,
data/flickr/3/image00759.jpg,244,165,162,162,315.0,196.0,,,353.0,240.0,316.0,265.0,
data/flickr/3/image00779.jpg,98,49,192,192,145.0,128.0,206.0,98.0,203.0,131.0,193.0,183.0,
data/flickr/3/image00781.jpg,220,87,92,92,250.0,118.0,268.0,113.0,282.0,129.0,263.0,151.0,
data/flickr/3/image00813.jpg,13,326,172,172,85.0,370.0,,,122.0,418.0,75.0,445.0,
data/flickr/3/image00825.jpg,140,138,49,49,161.352661133,152.268463135,,,173.897506714,163.803955078,163.0,172.0,
data/flickr/3/image00826.jpg,232,197,135,135,302.0,218.0,,,325.0,258.0,290.0,261.0,
data/flickr/3/image00829.jpg,312,161,63,63,330.689910889,179.351333618,355.331848145,180.048736572,343.346466064,193.818893433,333.543304443,204.566925049,
data/flickr/3/image00831.jpg,1664,538,672,672,2028.0,757.0,,,2126.0,947.0,1970.0,1041.0,
data/flickr/3/image00840.jpg,63,163,281,281,161.0,239.0,254.0,260.0,230.0,314.0,161.0,349.0,
data/flickr/3/image00850.jpg,224,112,153,153,279.0,157.0,324.0,158.0,323.0,200.0,282.0,226.0,
data/flickr/3/image00874.jpg,91,49,229,229,146.0,136.0,226.0,101.0,214.0,161.0,194.0,212.0,
data/flickr/3/image00902.jpg,127,17,179,179,171.0,80.0,226.0,64.0,236.0,91.0,210.0,140.0,
data/flickr/3/image00929.jpg,62,120,75,75,88.0,142.0,113.561645508,145.616439819,103.835617065,166.027404785,89.1780853271,172.465759277,
data/flickr/3/image00929.jpg,189,125,67,67,211.241088867,144.18447876,236.899139404,146.962875366,223.0,164.0,214.540679932,171.959136963,
data/flickr/3/image00929.jpg,316,103,44,44,333.0,117.0,347.0,118.0,335.039367676,127.46157074,,,
data/flickr/3/image00929.jpg,67,340,73,73,91.5579299927,363.494567871,116.355453491,363.914520264,111.0,380.0,95.1631011963,391.990997314,
data/flickr/3/image00929.jpg,310,324,34,34,320.431182861,336.49420166,332.0,334.0,323.427062988,343.50579834,324.701904297,348.92388916,
data/flickr/3/image00935.jpg,154,79,101,101,,,,,225.0,122.0,195.0,145.0,
data/flickr/3/image00939.jpg,98,61,553,553,260.0,255.0,431.0,200.0,429.0,362.0,310.0,483.0,
data/flickr/3/image00946.jpg,317,81,147,147,378.0,123.0,,,411.0,162.0,360.0,172.0,
data/flickr/3/image00963.jpg,23,128,234,234,103.0,196.0,178.0,201.0,170.0,238.0,134.0,295.0,
data/flickr/3/image00971.jpg,141,232,73,73,165.646789551,254.990631104,190.618667603,255.823028564,186.456695557,265.395568848,168.0,283.0,
data/flickr/3/image00981.jpg,151,66,94,94,197.0,95.0,,,209.0,124.0,180.0,123.0,
data/flickr/3/image00983.jpg,169,62,86,86,219.0,92.0,,,228.0,112.0,210.0,128.0,
data/flickr/3/image01014.jpg,76,108,171,171,128.0,163.0,,,175.0,181.0,141.0,221.0,
data/flickr/3/image01017.jpg,92,188,212,212,190.0,255.0,,,238.0,306.0,184.0,339.0,
data/flickr/3/image01040.jpg,112,73,155,155,158.0,122.0,208.0,117.0,204.0,156.0,173.0,184.0,
data/flickr/3/image01062.jpg,188,71,143,143,246.0,111.0,286.0,118.0,280.0,148.0,247.0,173.0,
data/flickr/3/image01120.jpg,179,-18,268,268,269.0,58.0,367.0,63.0,321.0,135.0,273.0,166.0,
data/flickr/3/image01155.jpg,95,131,183,183,160.0,186.0,215.0,182.0,212.0,223.0,171.0,263.0,
data/flickr/3/image01157.jpg,67,64,231,231,123.0,151.0,200.0,121.0,199.0,187.0,166.0,225.0,
data/flickr/3/image01201.jpg,168,56,214,214,227.0,117.0,305.0,124.0,295.0,144.0,244.0,193.0,
data/flickr/3/image01243.jpg,92,72,421,421,217.0,210.0,356.0,182.0,304.0,296.0,266.0,361.0,
data/flickr/3/image01246.jpg,186,227,460,460,356.0,341.0,476.0,364.0,475.0,447.0,376.0,545.0,
data/flickr/3/image01283.jpg,221,101,180,180,289.0,146.0,339.0,164.0,339.0,192.0,287.0,222.0,
data/flickr/3/image01294.jpg,142,110,170,170,210.0,160.0,253.0,159.0,249.0,208.0,205.0,229.0,
data/flickr/3/image01299.jpg,170,121,105,105,202.0,155.0,234.0,151.0,237.0,178.0,213.0,197.0,
data/flickr/3/image01309.jpg,148,141,239,239,274.0,220.0,,,311.0,277.0,251.0,314.0,
data/flickr/3/image01315.jpg,286,272,95,95,,,,,342.0,319.0,318.0,337.0,
data/flickr/3/image01323.jpg,182,163,534,534,,,,,519.0,370.0,366.0,471.0,
data/flickr/3/image01362.jpg,98,123,143,143,145.0,166.0,194.0,163.0,181.0,193.0,154.0,226.0,
data/flickr/3/image01449.jpg,9,39,74,74,40.5251159668,60.7876701355,,,60.1369857788,81.7808227539,31.7903347015,88.046043396,
data/flickr/3/image01449.jpg,409,93,77,77,437.075805664,116.79864502,458.851806641,116.515838623,437.782806396,131.50453186,,,
data/flickr/3/image01468.jpg,119,185,139,139,178.0,222.0,,,213.0,258.0,176.0,284.0,
data/flickr/3/image01474.jpg,96,197,197,197,166.0,256.0,221.0,254.0,223.0,303.0,166.0,335.0,
data/flickr/3/image01477.jpg,74,210,212,212,152.0,273.0,215.0,273.0,200.0,326.0,149.0,355.0,
data/flickr/3/image01486.jpg,188,214,170,170,,,,,308.0,310.0,,,
data/flickr/3/image01488.jpg,92,157,73,73,132.489685059,178.271469116,,,146.0,200.0,127.559051514,208.413955688,
data/flickr/3/image01488.jpg,694,297,106,106,,,751.0,322.0,726.0,353.0,,,
data/flickr/3/image01505.jpg,406,226,434,434,629.0,338.0,,,697.0,467.0,565.0,528.0,
data/flickr/3/image01506.jpg,453,237,431,431,631.0,370.0,,,764.0,456.0,663.0,558.0,
data/flickr/3/image01509.jpg,741,1109,1861,1861,1757.0,1684.0,,,2014.0,2180.0,1623.0,2497.0,
data/flickr/3/image01530.jpg,204,83,244,244,348.0,164.0,,,370.0,220.0,342.0,267.0,
data/flickr/3/image01556.jpg,1355,503,722,722,1656.0,701.0,,,1814.0,898.0,1617.0,1019.0,
data/flickr/3/image01562.jpg,177,119,236,236,274.0,187.0,,,350.0,227.0,296.0,283.0,
data/flickr/3/image01571.jpg,277,348,1068,1068,728.0,650.0,,,1006.0,941.0,710.0,1112.0,
data/flickr/3/image01575.jpg,-211,676,1894,1894,563.0,1210.0,,,1066.0,1650.0,453.0,2003.0,
data/flickr/3/image01575.jpg,886,828,1446,1446,1318.0,1380.0,1720.0,1254.0,1855.0,1559.0,1497.0,1889.0,
data/flickr/3/image01593.jpg,278,528,446,446,,,,,593.0,811.0,452.0,826.0,
data/flickr/3/image01604.jpg,229,36,320,320,381.0,125.0,,,444.0,214.0,379.0,273.0,
data/flickr/3/image01631.jpg,132,132,86,86,169.0,159.0,184.0,157.0,190.0,171.0,168.0,192.0,
data/flickr/3/image01631.jpg,231,78,132,132,,,,,272.0,140.0,,,
data/flickr/3/image01634.jpg,24,75,285,285,160.0,159.0,,,225.0,220.0,170.0,291.0,
data/flickr/3/image01634.jpg,204,49,262,262,,,335.0,131.0,278.0,196.0,,,
data/flickr/3/image01642.jpg,109,150,207,207,195.0,204.0,,,254.0,244.0,195.0,287.0,
data/flickr/3/image01653.jpg,245,130,271,271,341.0,203.0,,,411.0,283.0,331.0,313.0,
data/flickr/3/image01659.jpg,312,-17,189,189,,,,,444.0,73.0,417.0,116.0,
data/flickr/3/image01677.jpg,70,98,415,415,238.0,204.0,331.0,221.0,349.0,322.0,216.0,385.0,
data/flickr/3/image01688.jpg,83,84,283,283,178.0,164.0,249.0,159.0,266.0,213.0,207.0,288.0,
data/flickr/3/image01690.jpg,79,208,643,643,361.0,362.0,509.0,430.0,500.0,587.0,306.0,652.0,
data/flickr/3/image01700.jpg,54,43,72,72,84.064491272,62.4071998596,,,106.0,78.0,90.0,92.0,
data/flickr/3/image01708.jpg,229,-10,372,372,419.0,100.0,,,495.0,186.0,422.0,275.0,
data/flickr/3/image01711.jpg,254,106,178,178,349.0,167.0,,,374.0,216.0,327.0,228.0,
data/flickr/3/image01733.jpg,628,302,1241,1241,1137.0,633.0,1352.0,684.0,1480.0,951.0,1169.0,1218.0,
data/flickr/3/image01739.jpg,84,67,313,313,210.0,168.0,284.0,151.0,283.0,242.0,215.0,291.0,
data/flickr/3/image01749.jpg,130,123,71,71,161.439819336,142.137237549,,,175.478057861,162.260971069,157.934005737,175.86239624,
data/flickr/3/image01749.jpg,294,128,72,72,,,330.839904785,146.325454712,315.485565186,162.467193604,,,
data/flickr/3/image01763.jpg,142,69,114,114,176.0,113.0,206.0,99.0,213.0,125.0,198.0,155.0,
data/flickr/3/image01781.jpg,185,108,131,131,234.0,145.0,270.0,144.0,274.0,175.0,240.0,203.0,
data/flickr/3/image01783.jpg,203,123,101,101,241.0,160.0,258.0,148.0,272.0,172.0,253.0,197.0,
data/flickr/3/image01784.jpg,0,129,68,68,,,,,40.6674156189,164.964385986,25.6242961884,177.457824707,
data/flickr/3/image01784.jpg,211,106,70,70,249.0,130.0,,,261.417327881,143.569549561,245.492797852,154.923721313,
data/flickr/3/image01787.jpg,91,90,350,350,206.0,218.0,301.0,170.0,229.0,288.0,,,
data/flickr/3/image01795.jpg,131,39,98,98,178.0,73.0,,,199.0,92.0,185.0,116.0,
data/flickr/3/image01797.jpg,236,52,202,202,320.0,110.0,366.0,113.0,368.0,164.0,317.0,199.0,
data/flickr/3/image01818.jpg,138,92,253,253,268.0,163.0,,,315.0,238.0,251.0,280.0,
data/flickr/3/image01824.jpg,268,47,98,98,,,,,337.0,92.0,324.0,117.0,
data/flickr/3/image01828.jpg,270,113,686,686,440.0,352.0,697.0,274.0,615.0,415.0,543.0,594.0,
data/flickr/3/image01829.jpg,68,95,174,174,142.0,143.0,,,188.0,180.0,142.0,216.0,
data/flickr/3/image01839.jpg,435,213,372,372,629.0,338.0,,,680.0,415.0,635.0,498.0,
data/flickr/3/image01841.jpg,252,120,104,104,294.0,155.0,324.0,157.0,315.0,179.0,288.0,190.0,
data/flickr/3/image01842.jpg,154,206,128,128,192.0,245.0,,,237.0,270.0,206.0,301.0,
data/flickr/3/image01845.jpg,151,169,120,120,215.0,206.0,,,234.0,227.0,224.0,256.0,
data/flickr/3/image01847.jpg,1117,968,1561,1561,1855.0,1424.0,,,2250.0,1779.0,2011.0,2127.0,
data/flickr/3/image01850.jpg,123,153,246,246,234.0,222.0,,,289.0,287.0,205.0,314.0,
data/flickr/3/image01851.jpg,231,104,225,225,332.0,162.0,372.0,176.0,376.0,235.0,301.0,257.0,
data/flickr/3/image01857.jpg,-9,-33,358,358,121.0,99.0,215.0,69.0,212.0,155.0,140.0,219.0,
data/flickr/3/image01870.jpg,265,186,261,261,406.0,264.0,,,441.0,345.0,366.0,362.0,
data/flickr/3/image01878.jpg,373,588,189,189,,,,,492.0,675.0,452.0,717.0,
data/flickr/3/image01879.jpg,540,184,289,289,631.0,256.0,,,723.0,324.0,646.0,377.0,
data/flickr/3/image01885.jpg,54,57,229,229,145.0,117.0,,,210.0,160.0,161.0,206.0,
data/flickr/3/image01892.jpg,573,140,130,130,620.0,181.0,657.0,179.0,655.0,206.0,622.0,236.0,
data/flickr/3/image01900.jpg,425,417,200,200,,,,,553.0,533.0,507.0,562.0,
data/flickr/3/image01916.jpg,950,457,962,962,1414.0,760.0,,,1627.0,977.0,1444.0,1199.0,
data/flickr/3/image01927.jpg,573,287,523,523,,,,,889.0,588.0,753.0,619.0,
data/flickr/3/image01938.jpg,162,733,852,852,462.0,993.0,704.0,959.0,710.0,1164.0,464.0,1296.0,
data/flickr/3/image01941.jpg,216,194,609,609,452.0,377.0,,,642.0,491.0,490.0,634.0,
data/flickr/3/image01944.jpg,173,51,228,228,,,267.0,136.0,272.0,200.0,,,
data/flickr/3/image01947.jpg,114,77,58,58,137.0,95.0,,,148.425201416,108.95388031,135.920516968,118.63142395,
data/flickr/3/image01950.jpg,188,86,89,89,235.0,114.0,,,252.0,132.0,230.0,149.0,
data/flickr/3/image01985.jpg,58,234,572,572,336.0,441.0,,,469.0,528.0,349.0,681.0,
data/flickr/3/image01986.jpg,311,28,214,214,388.0,87.0,458.0,98.0,440.0,148.0,383.0,176.0,
data/flickr/3/image01989.jpg,239,120,114,114,278.0,152.0,318.0,157.0,304.0,182.0,277.0,198.0,
data/flickr/3/image02013.jpg,79,139,229,229,161.0,205.0,232.0,212.0,216.0,257.0,164.0,297.0,
data/flickr/3/image02016.jpg,255,45,52,52,277.277832031,58.2283477783,,,291.332946777,71.901008606,272.0,76.0,
data/flickr/3/image02032.jpg,114,20,358,358,274.0,101.0,384.0,165.0,300.0,208.0,220.0,233.0,
data/flickr/3/image02038.jpg,205,72,490,490,400.0,223.0,,,534.0,307.0,487.0,465.0,
data/flickr/3/image02045.jpg,219,-18,346,346,371.0,88.0,,,465.0,163.0,372.0,236.0,
data/flickr/3/image02046.jpg,178,44,153,153,237.0,85.0,,,282.0,124.0,238.0,148.0,
data/flickr/3/image02050.jpg,155,87,185,185,233.0,139.0,,,285.0,172.0,254.0,221.0,
data/flickr/3/image02061.jpg,127,127,141,141,,,,,223.0,197.0,195.0,228.0,
data/flickr/3/image02100.jpg,167,124,185,185,230.0,175.0,286.0,181.0,278.0,227.0,234.0,249.0,
data/flickr/3/image02114.jpg,174,102,166,166,238.0,153.0,,,284.0,186.0,239.0,218.0,
data/flickr/3/image02116.jpg,149,87,144,144,211.0,128.0,243.0,131.0,245.0,168.0,205.0,189.0,
data/flickr/3/image02125.jpg,-21,75,368,368,70.0,234.0,170.0,163.0,170.0,293.0,164.0,341.0,
data/flickr/3/image02137.jpg,437,250,1086,1086,874.0,516.0,,,1199.0,779.0,865.0,949.0,
data/flickr/3/image02191.jpg,835,462,523,523,,,1158.0,604.0,1165.0,724.0,1048.0,828.0,
data/flickr/3/image02209.jpg,163,160,127,127,210.0,189.0,250.0,204.0,240.0,228.0,205.0,241.0,
data/flickr/3/image02209.jpg,351,237,66,66,369.793762207,259.887512207,391.751037598,252.808395386,377.952758789,273.325836182,,,
data/flickr/3/image02211.jpg,230,113,149,149,277.0,153.0,326.0,161.0,319.0,184.0,283.0,212.0,
data/flickr/3/image02212.jpg,230,192,307,307,335.0,271.0,434.0,286.0,417.0,360.0,327.0,398.0,
data/flickr/3/image02236.jpg,204,157,152,152,,,,,307.0,241.0,262.0,261.0,
data/flickr/3/image02242.jpg,134,74,152,152,193.0,123.0,237.0,119.0,225.0,158.0,182.0,177.0,
data/flickr/3/image02243.jpg,228,36,136,136,275.0,86.0,,,316.0,103.0,294.0,137.0,
data/flickr/3/image02246.jpg,116,51,127,127,166.0,89.0,204.0,90.0,166.0,119.0,,,
data/flickr/3/image02247.jpg,172,89,191,191,232.0,138.0,298.0,154.0,289.0,179.0,248.0,212.0,
data/flickr/3/image02249.jpg,137,159,172,172,212.0,213.0,,,258.0,252.0,223.0,290.0,
data/flickr/3/image02261.jpg,207,456,1830,1830,820.0,1113.0,,,1376.0,1271.0,1144.0,1752.0,
data/flickr/3/image02272.jpg,227,79,129,129,279.0,114.0,,,313.0,136.0,291.0,161.0,
data/flickr/3/image02286.jpg,-4,18,1331,1331,355.0,493.0,768.0,327.0,644.0,743.0,565.0,968.0,
data/flickr/3/image02289.jpg,81,131,206,206,172.0,199.0,,,224.0,234.0,189.0,282.0,
data/flickr/3/image02290.jpg,1126,823,1224,1224,1669.0,1142.0,,,2001.0,1434.0,1663.0,1663.0,
data/flickr/3/image02295.jpg,211,206,179,179,281.0,268.0,,,339.0,287.0,317.0,337.0,
data/flickr/3/image02302.jpg,363,-13,440,440,472.0,138.0,632.0,86.0,582.0,241.0,549.0,306.0,
data/flickr/3/image02317.jpg,98,81,131,131,140.0,131.0,172.0,117.0,176.0,142.0,165.0,182.0,
data/flickr/3/image02319.jpg,60,132,204,204,153.0,187.0,,,205.0,235.0,151.0,280.0,
data/flickr/3/image02389.jpg,397,42,176,176,465.0,80.0,,,515.0,114.0,475.0,142.0,
data/flickr/3/image02428.jpg,256,86,354,354,366.0,189.0,501.0,187.0,433.0,275.0,361.0,308.0,
data/flickr/3/image02432.jpg,464,333,1336,1336,1077.0,756.0,,,1385.0,1039.0,1088.0,1267.0,
data/flickr/3/image02448.jpg,27,117,317,317,188.0,214.0,,,253.0,287.0,168.0,348.0,
data/flickr/3/image02448.jpg,132,123,356,356,,,,,256.0,342.0,,,
data/flickr/3/image02449.jpg,101,57,225,225,218.0,125.0,,,258.0,182.0,225.0,224.0,
data/flickr/3/image02458.jpg,78,60,152,152,135.0,97.0,,,171.0,131.0,134.0,157.0,
